county_fips,county,state,n_elections,interdependence_score_raw,independence_score_raw,practice_cesi_raw,interdependence_score_log,independence_score_log,practice_cesi,collectivist_language,individualist_language,collectivist_language_z,individualist_language_z,meaning_cesi_unstandardized,meaning_cesi
01001,Autauga,Alabama,4,-0.1835244248537625,-0.5637431203410204,0.676669733449806,-0.12444853939142814,-0.5342780532719406,0.7339760136128244,9.5966691633592e-4,0.00143920638493487,-0.1218220969823112,-0.9230214167726141,0.8011993197903029,0.52371462378309
01003,Baldwin,Alabama,4,-0.035550032526724507,-0.21949126644914982,0.3078411434832581,0.022777343463277533,-0.19581621791083653,0.3690439544275368,9.8442419283783e-4,0.00163907947515291,0.05574558356007404,-0.0709213561960664,0.12666693975614043,0.08279753497232613
01005,Barbour,Alabama,4,0.5572774809963139,0.2997616248040394,0.3601790642463075,0.5753638499843945,0.25748067150615267,0.4683540515281864,0.00118260924084583,0.00143722139774823,1.4771967391525302,-0.9314838250944869,2.408680564247017,1.574466183831048
01007,Bibb,Alabama,4,0.34523115175104,-0.32904851791431095,1.1297893713876932,0.40304981889758223,-0.3162452660044684,1.2147641948673504,0.00101413356248236,0.00151008617843216,0.268831375034292,-0.6208462902120162,0.8896776652463082,0.5815496746360663
01009,Blount,Alabama,4,0.3336848293439183,-0.5812987253745139,1.5595810920923543,0.3874726294297079,-0.5574383061881518,1.6226388923367145,9.4182977165364e-4,0.00155379756773558,-0.24975621802696849,-0.43449565425248177,0.18473943622551328,0.12075739700586179
01011,Bullock,Alabama,4,0.068981093975448,-0.3667361398316054,0.7419488814352339,0.12480623585649524,-0.3422927893778366,0.8012153611089398,NA,NA,NA,NA,NA,NA
01013,Butler,Alabama,4,0.33401912889550006,-0.22577249520769266,0.9275776015597599,0.379211418204042,-0.2144255271066135,0.9922563427345259,0.00121852535041853,0.00120902530318287,1.7347993987358035,-1.9043306740142458,3.6391300727500493,2.378765919879769
01015,Calhoun,Alabama,4,0.6035339032560301,-0.0467452789064867,1.0528551741940335,0.6070804210649454,-0.05201233701541299,1.0772794656543725,0.00109302538109269,0.00147893927451308,0.8346705634977798,-0.7536319427841924,1.5883025062819722,1.038215121986017
01017,Chambers,Alabama,4,0.663238509257553,-0.3997495118012351,1.779236171976899,0.7194636302877488,-0.3826590895697204,1.8577085037549108,0.00110401244236993,0.00117050463699144,0.9134735363056357,-2.0685521905743767,2.9820257268800123,1.9492408980991327
01019,Cherokee,Alabama,4,-0.052667903054683024,-0.19096946392375566,0.22890741993636668,0.006138478454230313,-0.1621192317202921,0.28092848419392047,0.00100662845390813,0.0016504627913929,0.21500216156479027,-0.02239193961939642,0.2373941011841867,0.15517582119582965
01021,Chilton,Alabama,4,0.4557911849686893,-0.7036128002624805,1.9782725511719077,0.45005381740362044,-0.676486430109222,1.9402258370074286,0.00104765180169871,0.00152941601618541,0.5092356857852315,-0.5384392192926085,1.04767490507784,0.6848266782146446
01023,Choctaw,Alabama,4,0.617028593697552,-0.24632352529859386,1.4301671374015705,0.6612237462092224,-0.21994216995541596,1.468791142634482,NA,NA,NA,NA,NA,NA
01025,Clarke,Alabama,4,0.6146571171170301,-0.1593062954056596,1.2714406098197146,0.5980971954632042,-0.13919963997028736,1.2191726894054757,0.00129970921230647,0.0012510608453094,2.317077907916841,-1.7251245189820192,4.042202426898861,2.6422395413572053
01027,Clay,Alabama,4,-0.07629004538230373,-0.6886053650739801,1.0754055743946713,-0.05801589631818027,-0.7159877438019147,1.170596781781618,0.00105587318358188,0.0013330297891368,0.5682022571580999,-1.375674065574164,1.943876322732264,1.2706406906424177
01029,Cleburne,Alabama,4,1.0894412090532717,-0.10302919275084219,1.9531279417130831,1.0561810617442304,-0.07358188093951006,1.8591398119761184,0.0010682860113208,0.00146367445737528,0.657231316166354,-0.8187089953960267,1.4759403115623808,0.964768074439328
01031,Coffee,Alabama,4,0.28224405844238387,-0.2099367775056562,0.814145823125592,0.29754324089445444,-0.18549490955727427,0.8051132885057652,0.0010444151435687,0.00149854416277869,0.4860212632775629,-0.6700522750035078,1.1560735382810707,0.7556828909002591
01033,Colbert,Alabama,4,-0.10810378682317856,-0.16275611661471073,0.08742512816307699,-0.06075062901988663,-0.1475590573736685,0.14407588544110528,0.00101324979259029,0.00144969293235597,0.2624926741737209,-0.8783151099705806,1.1408077841443016,0.7457042270559167
01035,Conecuh,Alabama,4,-0.18784271788548076,0.18306857639821028,-0.6591720507790644,-0.14094384523815834,0.2129243322970215,-0.6367359830040753,NA,NA,NA,NA,NA,NA
01037,Coosa,Alabama,4,-0.03787672908865213,-0.5019624990719593,0.8065839986224891,0.01783897584716319,-0.4742695988374958,0.8615131478764466,NA,NA,NA,NA,NA,NA
